Title,Location,Shuttle shop,Neighbourhood
The Sherrod Drapery Center,"The Sherrod - 1100 N. Main St., Main Floor",Shuttle Stop: 0 (Go Anywhere Shuttle),
"The Silk Purse, Inc.","Market Square - G-12, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
The Studio & Gallery,"Suites At Market Square - Global Sourcing Pavilion, T-810, Top Floor",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
The Table Factory,401 W. English Rd.,Shuttle Stop: 27 (Red Line),Neighborhood: North Elm
The Tunes Company,"Suites At Market Square - M-4024, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
The Wallpaper Company,212 N. Main St. ,Shuttle Stop: 25 (Red Line),Neighborhood: Hamilton Wrenn
The Wright Place,The Wright Place - 134 N. Main St.,Shuttle Stop: 25 (Red Line),Neighborhood: Downtown Main
Theodore Alexander,229 W. Russell Ave.,Shuttle Stop: 8 (Green Line),Neighborhood: Russell & Green
Therapedic International,"IHFC - M607, Main, Floor 6",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Downtown Main
Thibaut Fine Furniture,"Market Square - 260, 254, Floor 2",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Third Coast Modern,"Chelsea On Green - A102/ A103, Floor 1",Shuttle Stop: 6 (Green Line),Neighborhood: Russell & Green
Third Coast Modern,"Market Square - G-65, G-67, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Thirty One | Twenty One Home,"IHFC - M810, Main, Floor 8",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Downtown Main
Three Birds Casual,"Showplace - 2502, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Three Hands Corp,"IHFC - G262, G265, Green, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Thucassi,The Bank on Wrenn - 203 N. Wrenn St.,Shuttle Stop: 25 (Red Line),Neighborhood: Hamilton Wrenn
Thucassi at CODARUS,"IHFC - H220, Hamilton, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Tiger Window Fashions,"Suites At Market Square - M-6001, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Titan Importer Co.,212 Jacobs Pl,Shuttle Stop: 5 (Green Line),Neighborhood: Market Square & Elm
Titanic Furniture,"Atrium on Main - 320, Floor 3",Shuttle Stop: 9 (Green Line),Neighborhood: Downtown Main
"TN Hightex, Inc.","Market Square Tower - 380, Floor 3",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Tobias Designs,"IHFC - D549, Design Center, Floor 5",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Tomasella,"Casa Italia - 130 W. Commerce Ave., Floor 3",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Tomlinson Companies,"525 N. Wrenn St., Floor1",Shuttle Stop: 22 (Red Line),Neighborhood: Hamilton Wrenn
Tommy Bahama Home,"1300 National Highway, Thomasville NC 27360",Shuttle Stop: 0 (Go Anywhere Shuttle),
Tommy Bahama Outdoor Living,"1300 National Highway., Thomasville, NC 27360",Shuttle Stop: 0 (Go Anywhere Shuttle),
Tommy Mitchell,"Suites At Market Square - G-3000, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Tonin Casa USA,317 N. Main St.,Shuttle Stop: 26 (Red Line),Neighborhood: Downtown Main
Tonobi,"Suites At Market Square - M-5030, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Tourmaline Home,407 W. Green Drive,Shuttle Stop: 6 (Green Line),Neighborhood: Russell & Green
TOV Furniture,"Showplace - 1850, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Tracy Collins Decorative Antiques,"Market Square - G-54A, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Trade Winds Furniture,"IHFC - IH510, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Traditions Linens-TL at Home,"IHFC - H220, Hamilton, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Trailway,"Radio Building, Floor 5",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
Tree Master,"IHFC - C263, Commerce, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Trekstone Financial,"Plaza Suites - 1-527 #23, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Trend Connect Inc.,"Radio Building - S-805, Floor 8",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
Trend Resources International,"Centers of High Point: Centennial - 101, Floor 1",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
"Trendwood, Inc.","Furniture Plaza - 400, Floor 4",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Trica Inc.,"IHFC - D515, Design Center, Floor 5",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Trilogy Antiques & Design,"214 Modern Vintage - 314 W. Russell Ave., Floor 1",Shuttle Stop: 7 (Green Line),Neighborhood: Russell & Green
Troels Denmark,"IHFC - G582, Green, Floor 5",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Tropical Tapestry,"Chelsea On Green - A303, Floor 1",Shuttle Stop: 6 (Green Line),Neighborhood: Russell & Green
Tropical Tapestry,"Market Square - G-25, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Trowbridge Gallery,"Commerce & Design - 3B, Floor 3",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Troy Lighting,"Market Square - M70, M90, M97, M99, Mezzanine",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Troyer Ridge Furniture,"Radio Building, Floor 5",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
TRRA,"IHFC - IH304, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Tru180,"Atrium on Main - Foyer, Floor 2",Shuttle Stop: 9 (Green Line),Neighborhood: Downtown Main
True Innovations,460 S. Main St.,Shuttle Stop: 9 (Green Line),Neighborhood: Downtown Main
Tueba by Trendnit US Inc,"Suites At Market Square - M-4025, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Tufan Rugs,"IHFC - H421, Hamilton, Floor 4",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Turkish Carpets,"Suites At Market Square - M-1032, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Turkish Rug Co. ,"Suites At Market Square - M-5060, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Tusk Antiques,"Market Square - G-54A, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Twin Star Home,"Market On Green - 602, Floor 6",Shuttle Stop: 13 (Green Line),Neighborhood: Centennial Wrenn South
TWS Venetian Paintings,"Suites At Market Square - G-6026, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Ubioubi,"Market Square - G-59, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Ulster Linen,"Suites At Market Square - M-1010, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
UltraComfort America,"IHFC - C1165, Commerce, Floor 11",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
UMA Home Decor,"IHFC - W348, Wrenn, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Under the Bough,"Suites At Market Square - G-5025, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Union Home,"IHFC - IH505, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Unique Furniture,"812 Millis, Floor 1",Shuttle Stop: 0 (Go Anywhere Shuttle),
Unique Loom,"Market Square - 240, Floor 2",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Uniq'uity Linen,515 S. Hamilton St.,Shuttle Stop: 11 (Green Line),Neighborhood: Centennial Wrenn South
United Furniture Industries,"IHFC - C1258, H1243, Commerce, Floor 12",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
United Steel Storage,"Plaza Suites - 1-527 #8, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Uniters & Furniture Solutions Network,"Plaza Suites - 1-611, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
"Universal Furniture International, Inc.",101 S. Hamilton St.,Shuttle Stop: 15 (Red Line),Neighborhood: Commerce Concourse
University Hall of Innovation & Job Creation,"Suites At Market Square - T-520, Top Floor",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Upcycled for Hope,"Suites At Market Square - T-807, Top Floor",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Upholstery Designs of Hickory,136 N. Main St.,Shuttle Stop: 26 (Red Line),Neighborhood: Downtown Main
Urban Barnwood Furniture,"IHFC - D1110, Design Center, Floor 11",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Urban Carnival DC,"Chelsea On Green - A401, Floor 1",Shuttle Stop: 6 (Green Line),Neighborhood: Russell & Green
URBAN CHIC,"Market On Green - 204, Floor 2",Shuttle Stop: 13 (Green Line),Neighborhood: Centennial Wrenn South
Urban Roads,"Centers of High Point: Centennial - 108, Floor 1",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
Urban Styles,"Atrium on Main - 304, 305, Floor 3",Shuttle Stop: 9 (Green Line),Neighborhood: Downtown Main
Urbia,"Commerce & Design - 5A, Floor 5",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
USA Premium Leather Furniture,"Showrooms at Centennial and Green - 300 S. Centennial St. , Floor 2",Shuttle Stop: 2 (Green Line),Neighborhood: Centennial Wrenn South
Uttermost,"IHFC - C448, Commerce, Floor 4",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Uultis,"IHFC - D512, Design Center, Floor 5",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Uwharrie Chair Company,"Showplace - 2311, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
V Rugs & Home,"Suites At Market Square - G-4001, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Vahallan,"Suites At Market Square - G-4009, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
"Van Cleve Collection Inc., The","IHFC - D249, Design Center, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
vanCollier,"Suites At Market Square - G-6014, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Vanderpump Alain,"IHFC - IH302, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Vanguard Furniture Co Inc,301 N. Hamilton St. ,Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
Varaluz,"Market Square - 204, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Market Square & Elm
Vaughan-Bassett Furn Co Inc,"IHFC - C1000, Commerce, Floor 10",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Vellum Home,"IHFC - D319, Design Center, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Verellen,515 S. Hamilton St.,Shuttle Stop: 11 (Green Line),Neighborhood: Centennial Wrenn South
Verona Prive,"Suites At Market Square - G-6047, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Vertuu Design,"IHFC - C365, Commerce, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Very Vintage Villa,"Market Square - G-17, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Via Seating at Leif Petersen,"220 Elm - 328, Level 3",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Vilo Home,"243 S. Main St., 3rd Fl",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Vintage Fabric & Etc.,"Market Square - G-3, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Vintage Furniture,"Furniture Plaza - 312, Floor 3",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Vintage Persian Rugs by Jubin Tavakol,"Market Square - G-10, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Vintage Print Gallery,"Suites At Market Square - M-7014, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Vintage Studios,"Chelsea On Green - B102/ B202, Floor 1",Shuttle Stop: 6 (Green Line),Neighborhood: Russell & Green
Violino,123 S. Hamilton St.,Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Vision Fabrics,"Market Square Tower - 978, Floor 9",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Visual Comfort,"Commerce & Design - 2A, 2G, Floor 2",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Vivo-Studios,"Suites At Market Square - G-5026, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Viz Glass Inc.,"IHFC - D437, Design Center, Floor 4",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Vogue Home Furnishings,"Centers of High Point: Russell - 113, Floor 1",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
VOLTA HOME Inc.,"Suites At Market Square - M-6056, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
VZOR,"220 Elm - 204, Level 2",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
W. Schillig L.P.,"220 Elm - 312, Level 3",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
W. Silver Products,"Centers of High Point: Hamilton - 110, Level 1",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
Weavers by Boyteks,Market Square Tower - 2020,Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Wells Fargo Retail Services,"333 S. Wrenn St., #103",Shuttle Stop: 13 (Green Line),Neighborhood: Centennial Wrenn South
Wendover Art Group,"IHFC - C215, Commerce, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Wendover Art Group,309 N. Hamilton St.,Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
Wesley Allen,100 N. Hamilton St.,Shuttle Stop: 16 (Red Line),Neighborhood: Commerce Concourse
Wesley Hall Inc,"310 N. Hamilton St. - S-106, Floor 1",Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
West Bros. Furniture,"220 Elm - 301, Level 3",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
"Westwood Weavers, Inc.","Market Square Tower - 830, Floor 8",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Wexel Art,"IHFC - IH303, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Whalen Furniture,460 S. Main St.,Shuttle Stop: 9 (Green Line),Neighborhood: Downtown Main
Whitehall Antiques,"Market Square - G-54B, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Whiteline Imports LLC,"IHFC - H538, Hamilton, Floor 5",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Whitewood Industries,215 S. Main St.,Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Whittemore-Sherrill Ltd.,"315 Fred Alexander Pl., Ste. 100",Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
Whittier Wood Furniture,"220 Elm - 302, Level 3",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Wildcat Territory,"200 N. Hamilton St. - S Ct 110, Floor 1",Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
Wildwood,"200 N. Hamilton St. - N Ct 125, N Ct 104, Floor 1",Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
Williamsburg by Global Views,"IHFC - D213, D220, Design Center, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Windy O'Connor Art & Home,"Suites At Market Square - G-6032, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Winners Only,"IHFC - M210, Main, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Downtown Main
Withington and Company,"Market Square - G-5, G-6, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Withington and Company,"Chelsea On Green - A206/ A207, Floor 1",Shuttle Stop: 6 (Green Line),Neighborhood: Russell & Green
Wood House Upholstery,"Centers of High Point: Hamilton - 138, Level 1",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
Woodard,"Market Square - 193, Floor 1",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Woodbridge Furniture,"200 Steele -  301, Floor 3",Shuttle Stop: 17 (Red Line),Neighborhood: Hamilton Wrenn
Woodbrook Designs Inc.,"812 Millis, Floor 3",Shuttle Stop: 0 (Go Anywhere Shuttle),
Worlds Away,"IHFC - IH500, IH600, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Xcella,"Market On Green - 501, Floor 5",Shuttle Stop: 13 (Green Line),Neighborhood: Centennial Wrenn South
Y H Antiques,430 N. Wrenn St. ,Shuttle Stop: 23 (Red Line),Neighborhood: Hamilton Wrenn
Yatas Bedding,"IHFC - C527, Commerce, Floor 5",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
YD Furniture Imports Inc,"Suites At Market Square - M-5034, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
York Wallcoverings,"IHFC - IH203, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Yosemite Home Decor,"IHFC - C354, Commerce, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
"You Home Fabrics, Inc.","312 S. Hamilton St. - 2nd Fl, Ste. 201-E",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
Younger Furniture,"220 Elm - 214, Level 2",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Yutzy Woodworking Ltd.,"200 N. Hamilton St. - N Ct 209, Floor 2",Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
Zaar Design Center,2228 Shore St. HP 27263,Shuttle Stop: 0 (Go Anywhere Shuttle),
Zaki Oriental Rugs,600 S. Main St.,Shuttle Stop: 9 (Green Line),Neighborhood: Downtown Main
Zentique,"Suites At Market Square - G-6007, Ground",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Market Square & Elm
Zetwerk Manufacturing Business Private Ltd,"Suites At Market Square - Global Sourcing Pavilion, T-516, Top Floor",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Zeugma Import,"Suites At Market Square - G-2001, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Zieta,"220 Elm - 204, Level 2",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Zimmerman Chair,"310 N. Hamilton St. - S-311, Floor 3",Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
Zodax,"IHFC - IH407, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Zoe Bios Creative,"Chelsea On Green - B200, Floor 1",Shuttle Stop: 6 (Green Line),Neighborhood: Russell & Green
"Zoy Home Furnishing Co., Ltd.","Plaza Suites - 206, Floor 2",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Zuiver,"IHFC - IH205, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
ZUO,"IHFC - H543, W548, IH607, Hamilton, Floor 5",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Z-Wovens - Sunbelievable,"312 S. Hamilton St. - 1st Fl, Ste. 101",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
